Sale Key,City Key,Customer Key,Bill To Customer Key,Stock Item Key,Invoice Date Key,Delivery Date Key,Salesperson Key,WWI Invoice ID,Description,Package,Quantity,Unit Price,Tax Rate,Total Excluding Tax,Tax Amount,Profit,Total Including Tax,Total Dry Items,Total Chiller Items,Lineage Key
6503,63946,0,0,169,09/02/2013,10/02/2013,39,2007,Developer joke mug - old C developers never die (Black),Each,5,13,15,65,9.75,42.5,74.75,5,0,11
6504,63946,0,0,63,09/02/2013,10/02/2013,39,2007,10 mm Double sided bubble wrap 20m,Each,100,30,15,3000,450,1600,3450,100,0,11
6505,63946,0,0,32,09/02/2013,10/02/2013,39,2007,3 kg Courier post bag (White) 300x190x95mm,Each,175,0.66,15,115.5,17.33,52.5,132.83,175,0,11
6506,65501,0,0,188,09/02/2013,10/02/2013,19,2008,Developer joke mug - that's a hardware problem (White),Each,7,13,15,91,13.65,59.5,104.65,7,0,11
6507,65501,0,0,216,09/02/2013,10/02/2013,19,2008,USB food flash drive - sushi roll,Each,1,32,15,32,4.8,20,36.8,1,0,11
6508,65501,0,0,196,09/02/2013,10/02/2013,19,2008,DBA joke mug - I will get you in order (White),Each,10,13,15,130,19.5,85,149.5,10,0,11
6509,65501,0,0,162,09/02/2013,10/02/2013,19,2008,RC toy sedan car with remote control (Black) 1/50 scale,Each,1,25,15,25,3.75,12.5,28.75,1,0,11
6510,68127,0,0,172,09/02/2013,10/02/2013,31,2009,Developer joke mug - this code was generated by a tool (White),Each,5,13,15,65,9.75,42.5,74.75,5,0,11
6511,68127,0,0,161,09/02/2013,10/02/2013,31,2009,RC toy sedan car with remote control (Red) 1/50 scale,Each,3,25,15,75,11.25,37.5,86.25,3,0,11
6512,49849,0,0,183,09/02/2013,10/02/2013,35,2010,Developer joke mug - when your hammer is C++ (Black),Each,8,13,15,104,15.6,68,119.6,8,0,11
6513,49849,0,0,128,09/02/2013,10/02/2013,35,2010,"""The Gu"" red shirt XML tag t-shirt (Black) S",Each,12,18,15,216,32.4,132,248.4,12,0,11
6514,49849,0,0,46,09/02/2013,10/02/2013,35,2010,Bubblewrap dispenser (Black) 1.5m,Each,6,240,15,1440,216,780,1656,6,0,11
6515,49849,0,0,41,09/02/2013,10/02/2013,35,2010,Shipping carton (Brown) 229x229x229mm,Each,200,1.05,15,210,31.5,100,241.5,200,0,11
6516,66741,0,0,213,09/02/2013,10/02/2013,36,2011,USB food flash drive - pizza slice,Each,7,32,15,224,33.6,140,257.6,7,0,11
6517,66741,0,0,72,09/02/2013,10/02/2013,36,2011,Halloween skull mask (Gray) L,Each,24,18,15,432,64.8,72,496.8,24,0,11
6518,66741,0,0,54,09/02/2013,10/02/2013,36,2011,10 mm Anti static bubble wrap (Blue) 20m,Each,80,42,15,3360,504,1520,3864,80,0,11
6519,72576,0,0,107,09/02/2013,10/02/2013,41,2012,Superhero action jacket (Blue) XL,Each,3,30,15,90,13.5,24,103.5,3,0,11
6520,72576,0,0,49,09/02/2013,10/02/2013,41,2012,32 mm Anti static bubble wrap (Blue) 10m,Each,80,32,15,2560,384,1280,2944,80,0,11
6521,72576,0,0,155,09/02/2013,10/02/2013,41,2012,RC vintage American toy coupe with remote control (Black) 1/50 scale,Each,1,30,15,30,4.5,15,34.5,1,0,11
6522,72576,0,0,146,09/02/2013,10/02/2013,25,2013,Ride on vintage American toy coupe (Black) 1/12 scale,Each,10,285,15,2850,427.5,1300,3277.5,10,0,11
6523,72576,0,0,180,09/02/2013,10/02/2013,25,2013,"Developer joke mug - (hip, hip, array) (White)",Each,6,13,15,78,11.7,51,89.7,6,0,11
6524,72576,0,0,43,09/02/2013,10/02/2013,25,2013,Shipping carton (Brown) 413x285x187mm,Each,175,1.05,15,183.75,27.56,87.5,211.31,175,0,11
6525,59392,0,0,188,09/02/2013,10/02/2013,38,2014,Developer joke mug - that's a hardware problem (White),Each,5,13,15,65,9.75,42.5,74.75,5,0,11
6526,59392,0,0,22,09/02/2013,10/02/2013,38,2014,Black and orange this way up despatch tape  48mmx100m,Each,24,4.1,15,98.4,14.76,51.6,113.16,24,0,11
6527,59392,0,0,69,09/02/2013,10/02/2013,38,2014,Pack of 12 action figures (male),Packet,10,16,15,160,24,105,184,10,0,11
6528,59392,0,0,107,09/02/2013,10/02/2013,38,2014,Superhero action jacket (Blue) XL,Each,10,30,15,300,45,80,345,10,0,11
6529,72425,3,1,187,11/02/2013,12/02/2013,36,2015,Developer joke mug - that's a hardware problem (Black),Each,6,13,15,78,11.7,51,89.7,6,0,11
6530,72425,3,1,173,11/02/2013,12/02/2013,36,2015,Developer joke mug - a foo walks into a bar (Black),Each,8,13,15,104,15.6,68,119.6,8,0,11
6531,72425,3,1,137,11/02/2013,12/02/2013,36,2015,"""The Gu"" red shirt XML tag t-shirt (White) XXL",Each,120,18,15,2160,324,1260,2484,120,0,11
6532,72425,3,1,119,11/02/2013,12/02/2013,36,2015,"""The Gu"" red shirt XML tag t-shirt (Black) 7XL",Each,108,18,15,1944,291.6,1026,2235.6,108,0,11
6533,72425,3,1,190,11/02/2013,12/02/2013,36,2015,Developer joke mug - Oct 31 = Dec 25 (White),Each,7,13,15,91,13.65,59.5,104.65,7,0,11
6534,69994,4,1,205,11/02/2013,12/02/2013,25,2016,USB food flash drive - dessert 10 drive variety pack,Packet,7,240,15,1680,252,1060.5,1932,7,0,11
6535,75236,13,1,19,11/02/2013,12/02/2013,31,2017,Red and white urgent despatch tape 48mmx75m,Each,144,3.7,15,532.8,79.92,302.4,612.72,144,0,11
6536,75236,13,1,123,11/02/2013,12/02/2013,31,2017,"""The Gu"" red shirt XML tag t-shirt (Black) 3XL",Each,60,18,15,1080,162,600,1242,60,0,11
6537,75236,13,1,151,11/02/2013,12/02/2013,31,2017,Ride on toy sedan car (Blue) 1/12 scale,Each,4,230,15,920,138,340,1058,4,0,11
6538,70545,24,1,209,11/02/2013,12/02/2013,25,2018,USB food flash drive - cookie,Each,3,32,15,96,14.4,60,110.4,3,0,11
6539,70545,24,1,131,11/02/2013,12/02/2013,25,2018,"""The Gu"" red shirt XML tag t-shirt (Black) 3XS",Each,60,18,15,1080,162,660,1242,60,0,11
6540,49176,31,1,90,11/02/2013,12/02/2013,39,2019,Furry gorilla with big eyes slippers (Black) S,Each,8,32,15,256,38.4,192,294.4,8,0,11
6541,49176,31,1,101,11/02/2013,12/02/2013,39,2019,Dinosaur battery-powered slippers (Green) M,Each,5,32,15,160,24,120,184,5,0,11
6542,49176,31,1,162,11/02/2013,12/02/2013,39,2019,RC toy sedan car with remote control (Black) 1/50 scale,Each,2,25,15,50,7.5,25,57.5,2,0,11
6543,49176,31,1,110,11/02/2013,12/02/2013,39,2019,Superhero action jacket (Blue) S,Each,4,25,15,100,15,24,115,4,0,11
6544,45600,44,1,199,11/02/2013,12/02/2013,40,2020,DBA joke mug - you might be a DBA if (Black),Each,5,13,15,65,9.75,42.5,74.75,5,0,11
6545,45600,44,1,112,11/02/2013,12/02/2013,40,2020,Superhero action jacket (Blue) XXS,Each,10,25,15,250,37.5,60,287.5,10,0,11
6546,45600,44,1,205,11/02/2013,12/02/2013,40,2020,USB food flash drive - dessert 10 drive variety pack,Packet,2,240,15,480,72,303,552,2,0,11
6547,45600,44,1,127,11/02/2013,12/02/2013,40,2020,"""The Gu"" red shirt XML tag t-shirt (Black) M",Each,12,18,15,216,32.4,132,248.4,12,0,11
6548,67578,45,1,119,11/02/2013,12/02/2013,25,2021,"""The Gu"" red shirt XML tag t-shirt (Black) 7XL",Each,24,18,15,432,64.8,228,496.8,24,0,11
6549,67578,45,1,179,11/02/2013,12/02/2013,25,2021,"Developer joke mug - (hip, hip, array) (Black)",Each,5,13,15,65,9.75,42.5,74.75,5,0,11
6550,70644,57,1,140,11/02/2013,12/02/2013,36,2022,"""The Gu"" red shirt XML tag t-shirt (White) M",Each,48,18,15,864,129.6,528,993.6,48,0,11
6551,63386,58,1,158,11/02/2013,12/02/2013,25,2023,RC toy sedan car with remote control (Yellow) 1/50 scale,Each,6,25,15,150,22.5,75,172.5,6,0,11
6552,63386,58,1,166,11/02/2013,12/02/2013,25,2023,IT joke mug - that behavior is by design (White),Each,9,13,15,117,17.55,76.5,134.55,9,0,11
6553,63386,58,1,14,11/02/2013,12/02/2013,25,2023,Permanent marker black 5mm nib (Black) 5mm,Each,84,2.7,15,226.8,34.02,84,260.82,84,0,11
6554,63386,58,1,121,11/02/2013,12/02/2013,25,2023,"""The Gu"" red shirt XML tag t-shirt (Black) 5XL",Each,96,18,15,1728,259.2,960,1987.2,96,0,11
6555,63386,58,1,129,11/02/2013,12/02/2013,25,2023,"""The Gu"" red shirt XML tag t-shirt (Black) XS",Each,48,18,15,864,129.6,528,993.6,48,0,11
6556,47644,63,1,189,11/02/2013,12/02/2013,31,2024,Developer joke mug - Oct 31 = Dec 25 (Black),Each,9,13,15,117,17.55,76.5,134.55,9,0,11
6557,47644,63,1,124,11/02/2013,12/02/2013,31,2024,"""The Gu"" red shirt XML tag t-shirt (Black) XXL",Each,96,18,15,1728,259.2,1008,1987.2,96,0,11
6558,47644,63,1,4,11/02/2013,12/02/2013,31,2024,Void fill 100 L bag (White) 100L,Each,90,12.5,15,1125,168.75,585,1293.75,90,0,11
6559,47644,63,1,110,11/02/2013,12/02/2013,31,2024,Superhero action jacket (Blue) S,Each,6,25,15,150,22.5,36,172.5,6,0,11
6560,47644,63,1,202,11/02/2013,12/02/2013,31,2024,DBA joke mug - daaaaaa-ta (White),Each,8,13,15,104,15.6,68,119.6,8,0,11
6561,47644,63,1,103,11/02/2013,12/02/2013,38,2025,Superhero action jacket (Blue) 5XL,Each,4,34,15,136,20.4,40,156.4,4,0,11
6562,47644,63,1,119,11/02/2013,12/02/2013,38,2025,"""The Gu"" red shirt XML tag t-shirt (Black) 7XL",Each,120,18,15,2160,324,1140,2484,120,0,11
6563,47644,63,1,156,11/02/2013,12/02/2013,38,2025,RC vintage American toy coupe with remote control (Red) 1/50 scale,Each,7,30,15,210,31.5,105,241.5,7,0,11
6564,47644,63,1,149,11/02/2013,12/02/2013,38,2025,Ride on toy sedan car (Yellow) 1/12 scale,Each,9,230,15,2070,310.5,765,2380.5,9,0,11
6565,47644,63,1,216,11/02/2013,12/02/2013,38,2025,USB food flash drive - sushi roll,Each,6,32,15,192,28.8,120,220.8,6,0,11
6566,56721,65,1,17,11/02/2013,12/02/2013,25,2026,Tape dispenser (Black),Each,60,32,15,1920,288,900,2208,60,0,11
6567,56721,65,1,81,11/02/2013,12/02/2013,25,2026,Furry animal socks (Pink) M,Pair,96,5,15,480,72,336,552,96,0,11
6568,56721,65,1,158,11/02/2013,12/02/2013,25,2026,RC toy sedan car with remote control (Yellow) 1/50 scale,Each,4,25,15,100,15,50,115,4,0,11
6569,38744,76,1,159,11/02/2013,12/02/2013,31,2027,RC toy sedan car with remote control (Green) 1/50 scale,Each,7,25,15,175,26.25,87.5,201.25,7,0,11
6570,38744,76,1,91,11/02/2013,12/02/2013,31,2027,Plush shark slippers (Gray) XL,Each,6,32,15,192,28.8,141,220.8,6,0,11
6571,38744,76,1,56,11/02/2013,12/02/2013,31,2027,32 mm Double sided bubble wrap 50m,Each,30,112,15,3360,504,1590,3864,30,0,11
6572,55397,87,1,142,11/02/2013,12/02/2013,31,2028,"""The Gu"" red shirt XML tag t-shirt (White) XS",Each,60,18,15,1080,162,660,1242,60,0,11
6573,61486,88,1,214,11/02/2013,12/02/2013,15,2029,USB food flash drive - hot dog,Each,10,32,15,320,48,200,368,10,0,11
6574,61486,88,1,34,11/02/2013,12/02/2013,15,2029,Shipping carton (Brown) 457x457x457mm,Each,100,2.1,15,210,31.5,100,241.5,100,0,11
6575,61486,88,1,82,11/02/2013,12/02/2013,15,2029,Furry animal socks (Pink) S,Pair,120,5,15,600,90,420,690,120,0,11
6576,61486,88,1,69,11/02/2013,12/02/2013,15,2029,Pack of 12 action figures (male),Packet,9,16,15,144,21.6,94.5,165.6,9,0,11
6577,61486,88,1,56,11/02/2013,12/02/2013,15,2029,32 mm Double sided bubble wrap 50m,Each,10,112,15,1120,168,530,1288,10,0,11
6578,61486,88,1,71,11/02/2013,12/02/2013,31,2030,Halloween skull mask (Gray) XL,Each,36,18,15,648,97.2,108,745.2,36,0,11
6579,61486,88,1,65,11/02/2013,12/02/2013,31,2030,Large sized bubblewrap roll 50m,Each,100,24,15,2400,360,1100,2760,100,0,11
6580,64929,97,1,68,11/02/2013,12/02/2013,40,2031,Pack of 12 action figures (female),Packet,5,16,15,80,12,52.5,92,5,0,11
6581,64929,97,1,144,11/02/2013,12/02/2013,40,2031,"""The Gu"" red shirt XML tag t-shirt (White) 3XS",Each,108,18,15,1944,291.6,1188,2235.6,108,0,11
6582,64929,97,1,141,11/02/2013,12/02/2013,40,2031,"""The Gu"" red shirt XML tag t-shirt (White) S",Each,108,18,15,1944,291.6,1188,2235.6,108,0,11
6583,61191,108,1,174,11/02/2013,12/02/2013,31,2032,Developer joke mug - a foo walks into a bar (White),Each,9,13,15,117,17.55,76.5,134.55,9,0,11
6584,61191,108,1,94,11/02/2013,12/02/2013,31,2032,Plush shark slippers (Gray) S,Each,5,32,15,160,24,120,184,5,0,11
6585,61191,108,1,129,11/02/2013,12/02/2013,31,2032,"""The Gu"" red shirt XML tag t-shirt (Black) XS",Each,24,18,15,432,64.8,264,496.8,24,0,11
6586,61191,108,1,46,11/02/2013,12/02/2013,31,2032,Bubblewrap dispenser (Black) 1.5m,Each,9,240,15,2160,324,1170,2484,9,0,11
6587,61191,108,1,177,11/02/2013,12/02/2013,31,2032,Developer joke mug - understanding recursion requires understanding recursion (Black),Each,3,13,15,39,5.85,25.5,44.85,3,0,11
6588,58407,125,1,59,11/02/2013,12/02/2013,38,2033,20 mm Double sided bubble wrap 50m,Each,80,108,15,8640,1296,7360,9936,80,0,11
6589,58407,125,1,216,11/02/2013,12/02/2013,38,2033,USB food flash drive - sushi roll,Each,4,32,15,128,19.2,80,147.2,4,0,11
6590,58407,125,1,28,11/02/2013,12/02/2013,38,2033,Black and orange fragile despatch tape 48mmx100m,Each,216,4.1,15,885.6,132.84,388.8,1018.44,216,0,11
6591,58407,125,1,61,11/02/2013,12/02/2013,38,2033,20 mm Double sided bubble wrap 10m,Each,40,18,15,720,108,400,828,40,0,11
6592,58407,125,1,31,11/02/2013,12/02/2013,38,2033,Clear packaging tape 48mmx75m,Each,182,2.9,15,527.8,79.17,218.4,606.97,182,0,11
6593,55710,126,1,198,11/02/2013,12/02/2013,19,2034,DBA joke mug - it depends (White),Each,4,13,15,52,7.8,34,59.8,4,0,11
6594,55710,126,1,147,11/02/2013,12/02/2013,19,2034,Ride on vintage American toy coupe (Red) 1/12 scale,Each,10,285,15,2850,427.5,1300,3277.5,10,0,11
6595,55710,126,1,103,11/02/2013,12/02/2013,19,2034,Superhero action jacket (Blue) 5XL,Each,2,34,15,68,10.2,20,78.2,2,0,11
6596,55710,126,1,181,11/02/2013,12/02/2013,19,2034,Developer joke mug - inheritance is the OO way to become wealthy (Black),Each,2,13,15,26,3.9,17,29.9,2,0,11
6597,69386,140,1,136,11/02/2013,12/02/2013,31,2035,"""The Gu"" red shirt XML tag t-shirt (White) 3XL",Each,48,18,15,864,129.6,480,993.6,48,0,11
6598,69386,140,1,55,11/02/2013,12/02/2013,31,2035,10 mm Anti static bubble wrap (Blue) 10m,Each,50,26,15,1300,195,450,1495,50,0,11
6599,69386,140,1,66,11/02/2013,12/02/2013,31,2035,Medium sized bubblewrap roll 20m,Each,90,20,15,1800,270,900,2070,90,0,11
6600,69386,140,1,162,11/02/2013,12/02/2013,31,2035,RC toy sedan car with remote control (Black) 1/50 scale,Each,4,25,15,100,15,50,115,4,0,11
6601,69386,140,1,99,11/02/2013,12/02/2013,31,2035,Dinosaur battery-powered slippers (Green) XL,Each,10,32,15,320,48,235,368,10,0,11
6602,50452,166,1,181,11/02/2013,12/02/2013,39,2036,Developer joke mug - inheritance is the OO way to become wealthy (Black),Each,7,13,15,91,13.65,59.5,104.65,7,0,11
6603,50452,166,1,57,11/02/2013,12/02/2013,39,2036,32 mm Double sided bubble wrap 20m,Each,10,37,15,370,55.5,230,425.5,10,0,11
6604,45887,174,1,195,11/02/2013,12/02/2013,15,2037,DBA joke mug - I will get you in order (Black),Each,5,13,15,65,9.75,42.5,74.75,5,0,11
6605,45887,174,1,5,11/02/2013,12/02/2013,15,2037,Air cushion machine (Blue),Each,5,1899,15,9495,1424.25,3795,10919.25,5,0,11
6606,59457,175,1,41,11/02/2013,12/02/2013,19,2038,Shipping carton (Brown) 229x229x229mm,Each,100,1.05,15,105,15.75,50,120.75,100,0,11
6607,59457,175,1,52,11/02/2013,12/02/2013,19,2038,20 mm Anti static bubble wrap (Blue) 10m,Each,90,29,15,2610,391.5,1530,3001.5,90,0,11
6608,59457,175,1,168,11/02/2013,12/02/2013,19,2038,IT joke mug - keyboard not found … press F1 to continue (White),Each,9,13,15,117,17.55,76.5,134.55,9,0,11
6609,59457,175,1,97,11/02/2013,12/02/2013,19,2038,Ogre battery-powered slippers (Green) M,Each,3,32,15,96,14.4,72,110.4,3,0,11
6610,59622,186,1,182,11/02/2013,12/02/2013,15,2039,Developer joke mug - inheritance is the OO way to become wealthy (White),Each,1,13,15,13,1.95,8.5,14.95,1,0,11
6611,59622,186,1,62,11/02/2013,12/02/2013,15,2039,10 mm Double sided bubble wrap 50m,Each,100,105,15,10500,1575,4900,12075,100,0,11
6612,72450,204,202,203,11/02/2013,12/02/2013,39,2040,DBA joke mug - mind if I join you? (Black),Each,4,13,15,52,7.8,34,59.8,4,0,11
6613,72450,204,202,64,11/02/2013,12/02/2013,39,2040,10 mm Double sided bubble wrap 10m,Each,50,15,15,750,112.5,375,862.5,50,0,11
6614,72450,204,202,205,11/02/2013,12/02/2013,39,2040,USB food flash drive - dessert 10 drive variety pack,Packet,3,240,15,720,108,454.5,828,3,0,11
6615,72450,204,202,163,11/02/2013,12/02/2013,39,2040,IT joke mug - hardware: part of the computer that can be kicked (Black),Each,8,13,15,104,15.6,68,119.6,8,0,11
6616,46186,212,202,105,11/02/2013,12/02/2013,38,2041,Superhero action jacket (Blue) 3XL,Each,7,34,15,238,35.7,70,273.7,7,0,11
6617,46186,212,202,217,11/02/2013,12/02/2013,38,2041,Office cube periscope (Black),Each,10,18.5,15,185,27.75,72.5,212.75,10,0,11
6618,46186,212,202,148,11/02/2013,12/02/2013,38,2041,Ride on toy sedan car (Pink) 1/12 scale,Each,3,230,15,690,103.5,255,793.5,3,0,11
6619,65312,230,202,210,11/02/2013,12/02/2013,15,2042,USB food flash drive - chocolate bar,Each,5,32,15,160,24,100,184,5,0,11
6620,65312,230,202,40,11/02/2013,12/02/2013,15,2042,Shipping carton (Brown) 279x254x217mm,Each,100,1.11,15,111,16.65,51,127.65,100,0,11
6621,65312,230,202,91,11/02/2013,12/02/2013,15,2042,Plush shark slippers (Gray) XL,Each,1,32,15,32,4.8,23.5,36.8,1,0,11
6622,65312,230,202,200,11/02/2013,12/02/2013,15,2042,DBA joke mug - you might be a DBA if (White),Each,1,13,15,13,1.95,8.5,14.95,1,0,11
6623,65312,230,202,158,11/02/2013,12/02/2013,15,2042,RC toy sedan car with remote control (Yellow) 1/50 scale,Each,3,25,15,75,11.25,37.5,86.25,3,0,11
6624,39216,233,202,64,11/02/2013,12/02/2013,40,2043,10 mm Double sided bubble wrap 10m,Each,50,15,15,750,112.5,375,862.5,50,0,11
6625,39216,233,202,192,11/02/2013,12/02/2013,40,2043,DBA joke mug - two types of DBAs (White),Each,3,13,15,39,5.85,25.5,44.85,3,0,11
6626,39216,233,202,136,11/02/2013,12/02/2013,40,2043,"""The Gu"" red shirt XML tag t-shirt (White) 3XL",Each,24,18,15,432,64.8,240,496.8,24,0,11
6627,39216,233,202,170,11/02/2013,12/02/2013,40,2043,Developer joke mug - old C developers never die (White),Each,10,13,15,130,19.5,85,149.5,10,0,11
6628,39216,233,202,72,11/02/2013,12/02/2013,40,2043,Halloween skull mask (Gray) L,Each,36,18,15,648,97.2,108,745.2,36,0,11
6629,70700,239,202,154,11/02/2013,12/02/2013,35,2044,RC big wheel monster truck with remote control (Black) 1/50 scale,Each,4,45,15,180,27,118,207,4,0,11
6630,70700,239,202,74,11/02/2013,12/02/2013,35,2044,Halloween skull mask (Gray) S,Each,48,18,15,864,129.6,144,993.6,48,0,11
6631,70700,239,202,7,11/02/2013,12/02/2013,35,2044,Air cushion film 200mmx100mm 325m,Each,7,87,15,609,91.35,364,700.35,7,0,11
6632,44701,241,202,62,11/02/2013,12/02/2013,15,2045,10 mm Double sided bubble wrap 50m,Each,10,105,15,1050,157.5,490,1207.5,10,0,11
6633,44701,241,202,13,11/02/2013,12/02/2013,15,2045,Permanent marker blue 5mm nib (Blue) 5mm,Each,120,2.7,15,324,48.6,120,372.6,120,0,11
6634,44701,241,202,197,11/02/2013,12/02/2013,15,2045,DBA joke mug - it depends (Black),Each,10,13,15,130,19.5,85,149.5,10,0,11
6635,44701,241,202,188,11/02/2013,12/02/2013,15,2045,Developer joke mug - that's a hardware problem (White),Each,6,13,15,78,11.7,51,89.7,6,0,11
6636,44701,241,202,158,11/02/2013,12/02/2013,15,2045,RC toy sedan car with remote control (Yellow) 1/50 scale,Each,5,25,15,125,18.75,62.5,143.75,5,0,11
6637,38288,244,202,10,11/02/2013,12/02/2013,15,2046,Packing knife with metal insert blade (Yellow) 18mm,Each,5,2.4,15,12,1.8,6,13.8,5,0,11
6638,38288,244,202,131,11/02/2013,12/02/2013,15,2046,"""The Gu"" red shirt XML tag t-shirt (Black) 3XS",Each,12,18,15,216,32.4,132,248.4,12,0,11
6639,38288,244,202,70,11/02/2013,12/02/2013,15,2046,Pack of 12 action figures (variety),Packet,7,16,15,112,16.8,73.5,128.8,7,0,11
6640,38288,244,202,187,11/02/2013,12/02/2013,15,2046,Developer joke mug - that's a hardware problem (Black),Each,1,13,15,13,1.95,8.5,14.95,1,0,11
6641,65763,248,202,105,11/02/2013,12/02/2013,19,2047,Superhero action jacket (Blue) 3XL,Each,3,34,15,102,15.3,30,117.3,3,0,11
6642,65763,248,202,217,11/02/2013,12/02/2013,19,2047,Office cube periscope (Black),Each,30,18.5,15,555,83.25,217.5,638.25,30,0,11
6643,65763,248,202,199,11/02/2013,12/02/2013,19,2047,DBA joke mug - you might be a DBA if (Black),Each,6,13,15,78,11.7,51,89.7,6,0,11
6644,45429,259,202,82,11/02/2013,12/02/2013,15,2048,Furry animal socks (Pink) S,Pair,120,5,15,600,90,420,690,120,0,11
6645,45429,259,202,34,11/02/2013,12/02/2013,15,2048,Shipping carton (Brown) 457x457x457mm,Each,50,2.1,15,105,15.75,50,120.75,50,0,11
6646,45429,259,202,158,11/02/2013,12/02/2013,15,2048,RC toy sedan car with remote control (Yellow) 1/50 scale,Each,6,25,15,150,22.5,75,172.5,6,0,11
6647,45429,259,202,148,11/02/2013,12/02/2013,15,2048,Ride on toy sedan car (Pink) 1/12 scale,Each,2,230,15,460,69,170,529,2,0,11
6648,48147,266,202,83,11/02/2013,12/02/2013,36,2049,Animal with big feet slippers (Brown) XL,Each,6,32,15,192,28.8,141,220.8,6,0,11
6649,48147,266,202,75,11/02/2013,12/02/2013,36,2049,Halloween zombie mask (Light Brown) XL,Each,120,18,15,2160,324,-120,2484,120,0,11
6650,48147,266,202,81,11/02/2013,12/02/2013,36,2049,Furry animal socks (Pink) M,Pair,60,5,15,300,45,210,345,60,0,11
6651,43830,268,202,199,11/02/2013,12/02/2013,41,2050,DBA joke mug - you might be a DBA if (Black),Each,5,13,15,65,9.75,42.5,74.75,5,0,11
6652,43830,268,202,218,11/02/2013,12/02/2013,41,2050,USB rocket launcher (Gray),Each,10,25,15,250,37.5,155,287.5,10,0,11
6653,43830,268,202,95,11/02/2013,12/02/2013,41,2050,Ogre battery-powered slippers (Green) XL,Each,8,32,15,256,38.4,188,294.4,8,0,11
6654,43830,268,202,73,11/02/2013,12/02/2013,41,2050,Halloween skull mask (Gray) M,Each,12,18,15,216,32.4,36,248.4,12,0,11
6655,43830,268,202,137,11/02/2013,12/02/2013,41,2050,"""The Gu"" red shirt XML tag t-shirt (White) XXL",Each,96,18,15,1728,259.2,1008,1987.2,96,0,11
6656,62292,281,202,111,11/02/2013,12/02/2013,41,2051,Superhero action jacket (Blue) XS,Each,6,25,15,150,22.5,36,172.5,6,0,11
6657,62292,281,202,132,11/02/2013,12/02/2013,41,2051,"""The Gu"" red shirt XML tag t-shirt (White) 7XL",Each,108,18,15,1944,291.6,1026,2235.6,108,0,11
6658,62292,281,202,3,11/02/2013,12/02/2013,41,2051,Void fill 200 L bag (White) 200L,Each,100,25,15,2500,375,900,2875,100,0,11
6659,62292,281,202,6,11/02/2013,12/02/2013,35,2052,Air cushion film 200mmx200mm 325m,Each,2,90,15,180,27,72,207,2,0,11
6660,62292,281,202,133,11/02/2013,12/02/2013,35,2052,"""The Gu"" red shirt XML tag t-shirt (White) 6XL",Each,60,18,15,1080,162,600,1242,60,0,11
6661,62292,281,202,75,11/02/2013,12/02/2013,35,2052,Halloween zombie mask (Light Brown) XL,Each,24,18,15,432,64.8,-24,496.8,24,0,11
6662,62292,281,202,20,11/02/2013,12/02/2013,35,2052,Black and yellow heavy despatch tape 48mmx100m,Each,144,4.1,15,590.4,88.56,244.8,678.96,144,0,11
6663,62292,281,202,56,11/02/2013,12/02/2013,35,2052,32 mm Double sided bubble wrap 50m,Each,100,112,15,11200,1680,5300,12880,100,0,11
6664,56995,289,202,101,11/02/2013,12/02/2013,25,2053,Dinosaur battery-powered slippers (Green) M,Each,7,32,15,224,33.6,168,257.6,7,0,11
6665,56995,289,202,214,11/02/2013,12/02/2013,25,2053,USB food flash drive - hot dog,Each,1,32,15,32,4.8,20,36.8,1,0,11
6666,56995,289,202,186,11/02/2013,12/02/2013,25,2053,Developer joke mug - fun was unexpected at this time (White),Each,2,13,15,26,3.9,17,29.9,2,0,11
6667,70282,294,202,127,11/02/2013,12/02/2013,36,2054,"""The Gu"" red shirt XML tag t-shirt (Black) M",Each,72,18,15,1296,194.4,792,1490.4,72,0,11
6668,70282,294,202,25,11/02/2013,12/02/2013,36,2054,Black and orange handle with care despatch tape  48mmx75m,Each,120,3.7,15,444,66.6,288,510.6,120,0,11
6669,70282,294,202,171,11/02/2013,12/02/2013,36,2054,Developer joke mug - this code was generated by a tool (Black),Each,4,13,15,52,7.8,34,59.8,4,0,11
6670,70282,294,202,192,11/02/2013,12/02/2013,36,2054,DBA joke mug - two types of DBAs (White),Each,6,13,15,78,11.7,51,89.7,6,0,11
6671,70282,294,202,190,11/02/2013,12/02/2013,36,2054,Developer joke mug - Oct 31 = Dec 25 (White),Each,1,13,15,13,1.95,8.5,14.95,1,0,11
6672,51350,316,202,2,11/02/2013,12/02/2013,35,2055,Void fill 300 L bag (White) 300L,Each,30,37.5,15,1125,168.75,585,1293.75,30,0,11
6673,51350,316,202,120,11/02/2013,12/02/2013,35,2055,"""The Gu"" red shirt XML tag t-shirt (Black) 6XL",Each,48,18,15,864,129.6,480,993.6,48,0,11
6674,51350,316,202,69,11/02/2013,12/02/2013,35,2055,Pack of 12 action figures (male),Packet,7,16,15,112,16.8,73.5,128.8,7,0,11
6675,51350,316,202,82,11/02/2013,12/02/2013,35,2055,Furry animal socks (Pink) S,Pair,84,5,15,420,63,294,483,84,0,11
6676,49655,354,202,210,11/02/2013,12/02/2013,15,2056,USB food flash drive - chocolate bar,Each,2,32,15,64,9.6,40,73.6,2,0,11
6677,49655,354,202,136,11/02/2013,12/02/2013,15,2056,"""The Gu"" red shirt XML tag t-shirt (White) 3XL",Each,84,18,15,1512,226.8,840,1738.8,84,0,11
